date,open,close,high,low,volume
07/04/2020 19:00,166.44,165.48,166.56,165.44,1199771
07/04/2020 19:15,165.48,165.86,166.52,165.07,1258861
07/04/2020 19:30,165.88,164.86,166.131,164.646,1151836
07/04/2020 19:45,164.85,164.47,165.21,164.06,1206584
07/04/2020 20:00,164.46,166.01,166.16,164.3,1597064
07/04/2020 20:15,166.01,164.6,166.19,164.37,1414003
07/04/2020 20:30,164.6,165.49,166.04,164.12,1765596
07/04/2020 20:45,165.485,163.49,166.77,163.26,7919852
07/04/2020 21:15,163.49,163.49,163.49,163.49,0
08/04/2020 14:30,165.67,165.72,166.67,165.16,2974065
08/04/2020 14:45,165.73,164.508,165.86,164.13,1667542
08/04/2020 15:00,164.506,164.51,164.74,163.71,1593044
08/04/2020 15:15,164.51,164.69,164.8,163.95,1163382
08/04/2020 15:30,164.693,164.15,164.81,164.04,855736
08/04/2020 15:45,164.15,165.12,165.22,164.11,1045946
08/04/2020 16:00,165.1,164.92,165.23,164.38,1079962
08/04/2020 16:15,164.92,165.41,165.63,164.71,1278543
08/04/2020 16:30,165.42,165.93,165.99,165.22,1024060
08/04/2020 16:45,165.93,165.35,165.95,165.23,1166108
08/04/2020 17:00,165.36,164.8,165.4,164.65,1213045
08/04/2020 17:15,164.795,164.85,165.36,164.75,1173047
08/04/2020 17:30,164.86,165.51,165.79,164.58,1246145
08/04/2020 17:45,165.52,165.21,165.6,164.9,766397
08/04/2020 18:00,165.205,165.335,165.7,164.99,1073266
08/04/2020 18:15,165.34,164.615,165.47,164.55,1041966
08/04/2020 18:30,164.615,164.2,164.75,164,1357942
08/04/2020 18:45,164.207,164.03,164.51,163.82,988359
08/04/2020 19:00,164.05,164.42,164.49,163.81,1184532
08/04/2020 19:15,164.42,164.95,165.08,163.5,1326534
08/04/2020 19:30,164.97,165.567,165.69,164.86,1325995
08/04/2020 19:45,165.57,165.83,165.932,165.38,1272266
08/04/2020 20:00,165.83,165.17,165.98,165.15,1120769
08/04/2020 20:15,165.191,165.07,165.4,164.52,1560784
08/04/2020 20:30,165.06,164.367,165.49,163.97,1913691
08/04/2020 20:45,164.37,165.13,165.44,164.07,8479509
08/04/2020 21:15,165.13,165.13,165.13,165.13,0
09/04/2020 14:30,166.36,167.15,167.37,164.88,4108214
09/04/2020 14:45,167.14,166.48,167.27,165.59,1890141
09/04/2020 15:00,166.494,164.33,166.52,164.29,2683205
09/04/2020 15:15,164.33,164.395,164.56,163.33,2777029
09/04/2020 15:30,164.4,164.92,165.03,163.63,2234202
09/04/2020 15:45,164.97,165.16,165.43,164.53,1969121
09/04/2020 16:00,165.165,164.35,165.22,163.99,1307106
09/04/2020 16:15,164.36,165.01,165.07,163.8,1204121
09/04/2020 16:30,165.02,165.55,165.575,164.61,1096391
09/04/2020 16:45,165.56,164.92,165.65,164.61,842496
09/04/2020 17:00,164.93,165.115,165.4,164.88,861864
09/04/2020 17:15,165.12,164.58,165.33,164.55,801329
09/04/2020 17:30,164.56,164.86,165.08,164.33,767105
09/04/2020 17:45,164.85,165.23,165.455,164.71,839177
09/04/2020 18:00,165.25,165.22,165.25,164.77,933116
09/04/2020 18:15,165.218,165.02,165.35,164.89,710184
09/04/2020 18:30,165.02,164.91,165.06,164.52,829578
09/04/2020 18:45,164.89,164.76,165.03,164.57,751289
09/04/2020 19:00,164.73,164.25,164.83,164.12,998086
09/04/2020 19:15,164.22,164.27,164.66,164.02,960656
09/04/2020 19:30,164.274,164.77,164.95,164.25,852386
09/04/2020 19:45,164.77,164.5,164.94,163.88,1196477
09/04/2020 20:00,164.51,164.89,164.95,164.158,1122646
09/04/2020 20:15,164.88,165.15,165.17,164.13,1255671
09/04/2020 20:30,165.15,165.13,165.44,164.755,1425172
09/04/2020 20:45,165.13,165.14,165.3,163.92,7332961
09/04/2020 21:15,165.14,165.14,165.14,165.14,0
13/04/2020 14:30,164.35,164.47,165.5,163.62,3121479
13/04/2020 14:45,164.48,163.66,164.56,163.35,1939765
13/04/2020 15:00,163.66,164.28,164.55,163.38,1629459
13/04/2020 15:15,164.28,163.579,164.28,163.11,1434889
13/04/2020 15:30,163.55,163.23,163.785,163.01,932728
13/04/2020 15:45,163.24,163.321,163.46,162.89,1268732
13/04/2020 16:00,163.3,162.68,163.34,162.3,1330668
13/04/2020 16:15,162.68,163.145,163.24,162.62,995160
13/04/2020 16:30,163.14,162.86,163.16,162.58,898128
13/04/2020 16:45,162.846,163.011,163.4,162.841,837631
13/04/2020 17:00,162.99,163.27,163.49,162.87,951180
13/04/2020 17:15,163.27,162.99,163.34,162.93,986163
13/04/2020 17:30,162.988,162.917,163.07,162.79,777427
13/04/2020 17:45,162.92,162.67,163.15,162.53,689899
13/04/2020 18:00,162.65,162.69,162.89,162.5,858491
13/04/2020 18:15,162.695,162.69,162.78,162.48,754607
13/04/2020 18:30,162.67,163.215,163.31,162.58,734671
13/04/2020 18:45,163.23,163.26,163.58,163.08,754412
13/04/2020 19:00,163.264,162.5,163.69,162.5,1016690
13/04/2020 19:15,162.5,162.7,163.05,162.5,991014
13/04/2020 19:30,162.69,162.65,162.96,162.56,766481
13/04/2020 19:45,162.65,163.155,163.2,162.635,775994
13/04/2020 20:00,163.16,162.73,163.17,162.65,748630
13/04/2020 20:15,162.73,163.521,163.53,162.6,1289731
13/04/2020 20:30,163.51,164.88,164.929,163.4,2062042
13/04/2020 20:45,164.88,165.51,165.57,163.58,6733800
13/04/2020 21:15,165.51,165.51,165.51,165.51,0
14/04/2020 14:30,169,170,170.09,168,3801939
14/04/2020 14:45,170.02,170.68,170.71,169.69,2599740
14/04/2020 15:00,170.67,170.23,170.77,169.93,1763939
14/04/2020 15:15,170.24,170.72,170.82,170.18,1597435
14/04/2020 15:30,170.72,170.75,170.78,170.31,1253396
14/04/2020 15:45,170.76,170.66,171.02,170.5,1467309
14/04/2020 16:00,170.66,170.4,171,170.15,1489494
14/04/2020 16:15,170.4,170.52,170.79,170.205,1394340
14/04/2020 16:30,170.53,171.02,171.14,170.51,1198181
14/04/2020 16:45,171.02,171.005,171.19,170.83,1147168
14/04/2020 17:00,171.005,171.2,171.73,171.005,1178253
14/04/2020 17:15,171.215,171.88,172.07,171.215,1335595
14/04/2020 17:30,171.87,172.41,172.45,171.6,1156148
14/04/2020 17:45,172.4,172.75,172.969,172.26,1152562
14/04/2020 18:00,172.76,172.81,173.06,172.4,1092889
14/04/2020 18:15,172.82,172.51,173.14,172.47,1176315
14/04/2020 18:30,172.52,172.88,172.92,172.36,938637
14/04/2020 18:45,172.88,173.32,173.55,172.88,1072884
14/04/2020 19:00,173.346,173.41,173.67,173,946910
14/04/2020 19:15,173.403,173.44,173.69,173.285,890473
14/04/2020 19:30,173.43,173.35,173.64,173.23,702778
14/04/2020 19:45,173.35,173.5,173.67,173.12,980586
14/04/2020 20:00,173.49,172.505,173.49,172.32,1619306
14/04/2020 20:15,172.505,172.596,172.66,171.96,1568653
14/04/2020 20:30,172.6,173.43,173.5,172.48,1785886
14/04/2020 20:45,173.435,173.7,173.75,173.01,7535251
14/04/2020 21:15,173.7,173.7,173.7,173.7,0
15/04/2020 14:30,171.2,169.487,171.55,169.44,3459113
15/04/2020 14:45,169.47,170.4,170.63,169.24,1598106
15/04/2020 15:00,170.39,170.74,170.89,170.02,1419209
15/04/2020 15:15,170.74,170.76,171.2,170.27,1746911
15/04/2020 15:30,170.75,171.82,171.98,170.69,1568719
15/04/2020 15:45,171.825,173.122,173.48,171.82,2090568
15/04/2020 16:00,173.125,173.09,173.4,172.72,1060532
15/04/2020 16:15,173.13,172.58,173.17,171.95,817405
15/04/2020 16:30,172.61,172.134,172.9,171.97,666090
15/04/2020 16:45,172.13,171.64,172.25,171.53,742679
15/04/2020 17:00,171.64,171.74,171.92,171.42,731917
15/04/2020 17:15,171.73,172.36,172.46,171.51,739505
15/04/2020 17:30,172.355,172.495,172.62,172.095,607231
15/04/2020 17:45,172.5,172.48,172.92,172.26,743078
15/04/2020 18:00,172.5,172.17,172.7,171.82,817214
15/04/2020 18:15,172.16,172.009,172.31,171.851,703717
15/04/2020 18:30,172,172.16,172.21,171.53,646092
15/04/2020 18:45,172.155,172,172.43,171.92,712287
15/04/2020 19:00,171.99,172.59,172.68,171.987,687744
15/04/2020 19:15,172.61,172.91,173.1,172.45,979820
15/04/2020 19:30,172.905,173.075,173.13,172.62,874544
15/04/2020 19:45,173.075,173.47,173.5,172.73,1013492
15/04/2020 20:00,173.455,172.72,173.57,172.67,1003219
15/04/2020 20:15,172.72,172.59,173.19,172.39,935471
15/04/2020 20:30,172.57,172.265,172.845,171.846,1202599
15/04/2020 20:45,172.28,171.88,172.59,171.68,5760670
15/04/2020 21:15,171.88,171.88,171.88,171.88,0
16/04/2020 14:30,174.3,174.25,175.38,173.6,3652166
16/04/2020 14:45,174.25,173.68,174.68,173.52,1596411
16/04/2020 15:00,173.68,173.079,173.9,172.9,1467033
16/04/2020 15:15,173.07,174.02,174.28,173.065,1652651
16/04/2020 15:30,174.01,174.77,174.8,173.68,1370142
16/04/2020 15:45,174.77,174.93,175,174.46,1261289
16/04/2020 16:00,174.935,175.37,175.6,174.71,1209443
16/04/2020 16:15,175.38,176.33,176.69,175.31,2414630
16/04/2020 16:30,176.34,176.33,176.66,175.73,1431128
16/04/2020 16:45,176.327,176.465,176.74,175.85,1120359
16/04/2020 17:00,176.465,175.39,176.66,175.31,1198251
16/04/2020 17:15,175.36,174.48,175.38,174.13,1324591
16/04/2020 17:30,174.45,173.715,174.46,173.12,1481291
16/04/2020 17:45,173.7,174.08,174.3,173.31,875647
16/04/2020 18:00,174.07,174.27,174.339,173.77,714695
16/04/2020 18:15,174.28,174.68,174.74,174.175,649959
16/04/2020 18:30,174.69,174.891,175,174.54,754660
16/04/2020 18:45,174.88,174.42,174.91,174.16,806245
16/04/2020 19:00,174.43,175.4,175.4,173.969,1041948
16/04/2020 19:15,175.415,175.36,175.57,174.97,982756
16/04/2020 19:30,175.32,175.63,176.1,175.32,1226675
16/04/2020 19:45,175.63,175.47,175.73,175.1,947915
16/04/2020 20:00,175.475,175.34,175.64,175.03,1128478
16/04/2020 20:15,175.315,175.9,175.9,175.01,1042474
16/04/2020 20:30,175.9,176.04,176.3,175.66,1549058
16/04/2020 20:45,176.025,177.04,177.28,175.78,7981158
16/04/2020 21:15,177.04,177.04,177.04,177.04,0
17/04/2020 14:30,179.5,178.377,180,177,6502442
17/04/2020 14:45,178.39,178.43,178.73,177.99,2009584
17/04/2020 15:00,178.44,178.985,179.827,178.35,2070847
17/04/2020 15:15,178.985,178.61,179.1,178.56,1867044
17/04/2020 15:30,178.615,178.22,178.73,177.96,1259749
17/04/2020 15:45,178.23,177.87,178.28,177.68,1283295
17/04/2020 16:00,177.87,178.15,178.53,177.78,1144867
17/04/2020 16:15,178.13,176.645,178.13,176.455,1639623
17/04/2020 16:30,176.65,177.085,177.305,176.16,1454117
17/04/2020 16:45,177.085,176.73,177.48,176.6,1004922
17/04/2020 17:00,176.719,176.201,176.725,175.91,1156874
17/04/2020 17:15,176.202,176.24,176.68,176.1,993910
17/04/2020 17:30,176.25,177.07,177.07,176.13,914451
17/04/2020 17:45,177.08,177.03,177.29,176.55,905805
17/04/2020 18:00,177.02,176.77,177.37,176.76,791168
17/04/2020 18:15,176.76,176.6,177.08,176.44,770837
17/04/2020 18:30,176.63,177.085,177.21,176.61,616417
17/04/2020 18:45,177.08,176.7,177.15,176.52,793869
17/04/2020 19:00,176.68,176.675,176.88,176.42,737363
17/04/2020 19:15,176.69,176.47,176.93,176.47,582296
17/04/2020 19:30,176.48,176.176,176.48,175.87,846083
17/04/2020 19:45,176.19,176.51,176.51,176.06,785667
17/04/2020 20:00,176.5,176.69,176.76,176.39,723272
17/04/2020 20:15,176.692,177.21,177.38,176.63,1048858
17/04/2020 20:30,177.202,177.2,177.76,176.91,1614373
17/04/2020 20:45,177.174,178.6,178.75,177.125,11186121
17/04/2020 21:00,178.6,178.6,178.6,178.6,606
17/04/2020 21:15,178.6,178.6,178.6,178.6,0
20/04/2020 14:30,176.63,176.89,177.79,176.2,2897961
20/04/2020 14:45,176.905,176.61,177.56,176.38,1850823
20/04/2020 15:00,176.61,177.354,177.4,176.52,1291831
20/04/2020 15:15,177.355,177.89,178.29,177.14,1386461
20/04/2020 15:30,177.884,177.5,178.18,177.04,990775
20/04/2020 15:45,177.5,177.73,178.02,177.433,933416
20/04/2020 16:00,177.73,177.81,178.27,177.68,754099
20/04/2020 16:15,177.82,178.11,178.39,177.613,800692
20/04/2020 16:30,178.1,178.44,178.75,177.82,885402
20/04/2020 16:45,178.43,178.39,178.57,178.21,650511
20/04/2020 17:00,178.4,178.03,178.45,177.96,709108
20/04/2020 17:15,178.05,177.81,178.19,177.765,526517
20/04/2020 17:30,177.82,178.07,178.2,177.807,473921
20/04/2020 17:45,178.08,177.91,178.13,177.86,488873
20/04/2020 18:00,177.91,177.535,177.94,177.34,981000
20/04/2020 18:15,177.53,177.4,177.73,177.22,588668
20/04/2020 18:30,177.405,177.595,177.72,177.3,492217
20/04/2020 18:45,177.595,177.76,177.87,177.46,510902
20/04/2020 19:00,177.754,177.44,178.01,177.37,732492
20/04/2020 19:15,177.435,176.69,177.47,176.62,822600
20/04/2020 19:30,176.68,176.88,177.07,176.68,763036
20/04/2020 19:45,176.87,176.06,177.18,176.01,1191424
20/04/2020 20:00,176.053,176.585,176.66,175.64,1457211
20/04/2020 20:15,176.58,176.58,176.63,175.98,1111429
20/04/2020 20:30,176.585,176.23,176.61,175.87,1195889
20/04/2020 20:45,176.25,175.06,176.3,174.99,5838824
20/04/2020 21:00,175.06,175.06,175.06,175.06,34139
20/04/2020 21:15,175.06,175.06,175.06,175.06,0
21/04/2020 14:30,173.5,170.92,173.67,170.86,4010511
21/04/2020 14:45,170.9,172.19,172.33,170.71,2065942
21/04/2020 15:00,172.2,171.02,172.293,171.01,1664942
21/04/2020 15:15,171.02,170.98,171.28,170.51,1851775
21/04/2020 15:30,170.98,169.72,171.03,169.52,2006484
21/04/2020 15:45,169.723,166.63,169.855,166.41,3824915
21/04/2020 16:00,166.64,166.575,167.43,166.26,2089415
21/04/2020 16:15,166.57,166.721,167.36,166.27,1600013
21/04/2020 16:30,166.733,166.371,167.52,166.11,1352091
21/04/2020 16:45,166.4,167.79,167.87,166.33,1284111
21/04/2020 17:00,167.8,168.17,168.537,167.4,1217970
21/04/2020 17:15,168.2,167.75,168.24,167.6,1005692
21/04/2020 17:30,167.765,167.5,167.92,167.32,954237
21/04/2020 17:45,167.5,167.34,167.55,167,954516
21/04/2020 18:00,167.33,168.61,168.8,167.22,1134587
21/04/2020 18:15,168.605,169.2,169.27,168.39,1015522
21/04/2020 18:30,169.19,170.04,170.11,168.91,1243368
21/04/2020 18:45,170.04,170.23,170.3,169.64,1292867
21/04/2020 19:00,170.21,170.85,170.94,169.7,1176240
21/04/2020 19:15,170.84,170.64,171.15,170,1147259
21/04/2020 19:30,170.65,169.065,170.72,168.8,1013206
21/04/2020 19:45,169.097,168.78,169.12,168.47,853190
21/04/2020 20:00,168.77,169.19,169.195,167.87,990633
21/04/2020 20:15,169.17,169.48,170.01,169.12,1121235
21/04/2020 20:30,169.49,169.14,170.39,168.93,1333160
21/04/2020 20:45,169.135,167.82,169.24,167,7926360
21/04/2020 21:15,167.82,167.82,167.82,167.82,0
22/04/2020 14:30,171.39,171.31,172.49,171.11,2939302
22/04/2020 14:45,171.35,171.74,172.15,170.82,1366277
22/04/2020 15:00,171.76,171.255,172,171.02,1095758
22/04/2020 15:15,171.26,171.665,171.98,171.13,878422
22/04/2020 15:30,171.68,171.955,172.2,171.5,964564
22/04/2020 15:45,171.95,171.58,172.18,171.4,1033849
22/04/2020 16:00,171.59,171.676,171.93,171.32,980177
22/04/2020 16:15,171.68,172.044,172.24,171.68,703833
22/04/2020 16:30,172.04,172.38,172.55,172.01,861528
22/04/2020 16:45,172.38,172.1,172.45,171.955,734920
22/04/2020 17:00,172.1,171.96,172.55,171.93,699946
22/04/2020 17:15,171.96,171.98,172.081,171.83,527515
22/04/2020 17:30,171.99,172.27,172.515,171.86,653536
22/04/2020 17:45,172.265,172.22,172.37,171.95,737563
22/04/2020 18:00,172.23,172.29,172.35,171.96,415815
22/04/2020 18:15,172.28,172.595,172.64,172.226,479183
22/04/2020 18:30,172.595,172.7,172.75,172.34,577863
22/04/2020 18:45,172.71,173.24,173.27,172.63,650920
22/04/2020 19:00,173.24,173.11,173.33,173.01,448233
22/04/2020 19:15,173.09,173.33,173.55,173.02,745619
22/04/2020 19:30,173.315,173.48,173.55,173.11,580855
22/04/2020 19:45,173.475,173.46,173.6,173.23,640732
22/04/2020 20:00,173.48,173.4,173.587,173.21,833573
22/04/2020 20:15,173.41,172.919,173.55,172.9,1046079
22/04/2020 20:30,172.91,173.54,173.599,172.88,1072789
22/04/2020 20:45,173.535,173.52,174,173.17,6689702
22/04/2020 21:00,173.52,173.52,173.52,173.52,0
22/04/2020 21:15,173.52,173.52,173.52,173.52,0
23/04/2020 14:30,174.11,174.645,175.06,173.55,2142197
23/04/2020 14:45,174.635,174.38,174.73,174.03,1012699
23/04/2020 15:00,174.36,173.85,174.5,173.78,1033875
23/04/2020 15:15,173.86,174.36,174.549,173.61,1161927
23/04/2020 15:30,174.37,174.86,175.04,174.3,1012639
23/04/2020 15:45,174.86,174.66,174.91,174.56,715689
23/04/2020 16:00,174.67,174.08,174.67,173.952,851041
23/04/2020 16:15,174.11,174.34,174.36,173.8,703857
23/04/2020 16:30,174.33,173.71,174.33,173.68,841414
23/04/2020 16:45,173.715,173.59,173.715,173.3,779511
23/04/2020 17:00,173.59,173.81,173.88,173.335,507346
23/04/2020 17:15,173.8,174.19,174.194,173.68,501419
23/04/2020 17:30,174.196,172.66,174.22,172.41,789911
23/04/2020 17:45,172.66,172.89,173.43,170.91,1815567
23/04/2020 18:00,172.87,173.45,173.55,172.82,646427
23/04/2020 18:15,173.46,172.29,173.59,171.92,863908
23/04/2020 18:30,172.26,171.88,172.74,171.73,795435
23/04/2020 18:45,171.9,171.83,172.16,171.42,761096
23/04/2020 19:00,171.8,171.82,172.1,171.12,1022741
23/04/2020 19:15,171.83,172.49,172.57,171.79,683446
23/04/2020 19:30,172.49,172.365,172.72,172.31,633894
23/04/2020 19:45,172.36,173.11,173.17,172.2,649401
23/04/2020 20:00,173.137,172.28,173.18,172.13,624974
23/04/2020 20:15,172.27,171.85,172.39,171.39,913750
23/04/2020 20:30,171.84,171.697,172.1,171.31,1058324
23/04/2020 20:45,171.68,171.42,172.25,171.2,4127863
23/04/2020 21:15,171.42,171.42,171.42,171.42,0
24/04/2020 14:30,172.06,171.82,172.738,171.43,1777113
24/04/2020 14:45,171.82,170.94,172.02,170.81,1177227
24/04/2020 15:00,170.965,171.525,171.735,170.71,1193916
24/04/2020 15:15,171.53,171.65,172.12,171.36,996798
24/04/2020 15:30,171.65,172.07,172.215,171.54,726783
24/04/2020 15:45,172.075,171.525,172.15,171.29,548133
24/04/2020 16:00,171.5,171.314,171.57,171,632286
24/04/2020 16:15,171.295,171.531,171.83,171.294,595601
24/04/2020 16:30,171.54,171.623,171.827,171.19,495479
24/04/2020 16:45,171.61,172.12,172.18,171.57,591944
24/04/2020 17:00,172.14,172.36,172.74,171.86,873227
24/04/2020 17:15,172.36,172.64,172.685,172.21,509197
24/04/2020 17:30,172.64,173.45,173.67,172.52,1870696
24/04/2020 17:45,173.47,173.45,173.58,173.2,930379
24/04/2020 18:00,173.445,172.5,173.48,172.44,1292378
24/04/2020 18:15,172.495,172.276,172.58,172.04,1010003
24/04/2020 18:30,172.3,172.66,172.72,172.12,743022
24/04/2020 18:45,172.65,173.16,173.25,172.63,688386
24/04/2020 19:00,173.18,172.91,173.385,172.91,620903
24/04/2020 19:15,172.91,172.88,173.13,172.65,612645
24/04/2020 19:30,172.84,173.04,173.29,172.74,647032
24/04/2020 19:45,173.04,173,173.26,172.79,661396
24/04/2020 20:00,173,172.93,173.46,172.82,985183
24/04/2020 20:15,172.945,173.53,173.56,172.81,850203
24/04/2020 20:30,173.54,173.955,174.01,173.4,1253485
24/04/2020 20:45,173.95,174.55,174.56,173.42,6729463
24/04/2020 21:15,174.55,174.55,174.55,174.55,0
